LAT,LON,GID,RTE_DEFN_LN_NM,RTE_DFO,ROUTEID,ROUTENUMBER,RTE_PRFX_TYPE_DSCR,RDBD_TYPE_DSCR,RMRKR_PNT_NBR,RMRKR_DISPLACEMENT,CTRL_SECT_LN_NBR,CTRL_SECT_MPT,MSG,distance
32.394795,-96.842719,480630,1250173,0.003,418775,1250173,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",24.43648118
32.394795,-96.842719,480218,1249762,0.277,418375,1249762,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",43.33994467
30.750479,-98.677538,6451,RM0152-KG,27.651,153897,152,Single Roadbed,Ranch to Market,484,0.608,39609,18.556,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",68.27890534
30.750479,-98.677538,378878,1157062,0.694,328606,1157062,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",127.9130109
32.391362,-96.842375,3439,FM0878-KG,0.307,175991,878,Single Roadbed,Farm to Market,584,0.261,59604,0.307,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",83.58558916
32.391362,-96.842375,480288,1249835,0,418444,1249835,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",107.5434985
32.391362,-96.842375,480570,1250113,0.218,418716,1250113,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",114.0348007
32.391362,-96.842375,480575,1250117,0.482,418720,1250117,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",144.4105961
32.381104,-96.85431,4085,FM1446-KG,7.997,173324,1446,Single Roadbed,Farm to Market,578,1.429,116002,7.997,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",90.54723959
32.381104,-96.85431,480757,1250298,0.115,418899,1250298,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",98.34856298
32.381104,-96.85431,480372,1249917,0.056,418526,1249917,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",109.157807
28.793905,-96.993614,476699,1246562,0.678,415345,1246562,Single Roadbed,Local City Street,,,LY0014,0.678,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",35.56057906
28.805618,-97.004659,476982,1246807,0.016,415585,1246807,Single Roadbed,Local City Street,,,LY0254,0.016,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",2.425172703
28.805618,-97.004659,2209,BU0059T-KG,7.857,160035,59,Single Roadbed,Business US,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",87.43038251
28.805618,-97.004659,1634774402,258204,0,164312,258204,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",87.47479448
28.802954,-97.007578,2209,BU0059T-KG,8.148,160035,59,Single Roadbed,Business US,638,0.271,8919,9.612,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",72.61108586
28.802954,-97.007578,477269,1247077,0.39,415834,1247077,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",130.5133989
28.802245,-97.008411,2209,BU0059T-KG,8.212,160035,59,Single Roadbed,Business US,638,0.335,8919,9.676,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",85.20214499
28.802245,-97.008411,477273,1247081,0.265,415838,1247081,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",127.4788677
32.321389,-96.622275,3797,FM1183-KG,0.528,173051,1183,Single Roadbed,Farm to Market,598,0.39,131701,2.255,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",93.96295152
32.321389,-96.622275,298738,1083061,0.136,256831,1083061,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",96.88252847
30.633585,-97.674681,495693,1105670,0.245,278726,1105670,Single Roadbed,Local City Street,,,LK2922,0.245,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",107.4262907
30.633585,-97.674681,6695,SH0029-KG,133.606,154196,29,Single Roadbed,State Highway,554,1.083,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",112.1551872
32.944005,-99.800129,1632873945,SH0006-KG,106.796,154272,6,Single Roadbed,State Highway,270,1.161,10701,0.203,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",38.54328465
32.944005,-99.800129,463700,1234457,0.649,403501,1234457,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",80.43060644
30.669308,-96.370517,2137,BS0006R-KG,4.97,159939,6,Single Roadbed,Business State,410,0.947,5001,1.371,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",35.5890241
30.669308,-96.370517,248739,1035502,0.069,210686,1035502,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",91.884643
30.669308,-96.370517,491112,1262867,0,428906,1262867,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",143.6370113
30.674318,-96.368503,2551,FM0158-KG,1.268,173465,158,Single Roadbed,Farm to Market,616,0.064,21203,0.083,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",66.46589978
30.674318,-96.368503,249129,1035879,0.075,211055,1035879,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",121.3568977
30.675388,-96.376821,249139,1035889,0.089,211064,1035889,Single Roadbed,Local City Street,,,LD5055,0.089,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",78.20466837
30.675388,-96.376821,2551,FM0158-KG,0.769,173465,158,Single Roadbed,Farm to Market,614,0.726,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",142.4413014
30.67442,-96.373509,45188,260887,0.395,165648,260887,Single Roadbed,Local City Street,,,B00204,0.395,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",70.90650327
30.67442,-96.373509,2551,FM0158-KG,0.972,173465,158,Single Roadbed,Farm to Market,614,0.929,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",83.85051367
30.67442,-96.373509,45187,260884,0.393,165647,260884,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",128.8888816
32.944892,-99.802491,1632873945,SH0006-KG,106.635,154272,6,Single Roadbed,State Highway,270,1,10701,0.043,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",22.5546932
32.944892,-99.802491,463637,1234400,0.032,403448,1234400,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",130.4379982
32.944892,-99.802491,1632873987,SH0006-LG,106.626,154272,6,Left Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",139.9739539
33.194826,-96.613091,389002,1163432,0.766,334785,1163432,Single Roadbed,Local City Street,,,LP9195,0.766,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",127.166268
33.194465,-96.613101,389002,1163432,0.752,334785,1163432,Single Roadbed,Local City Street,,,LP9195,0.752,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",108.7129282
33.192487,-96.613369,389002,1163432,0.617,334785,1163432,Single Roadbed,Local City Street,,,LP9195,0.617,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",51.24771259
33.192487,-96.613369,390726,1165167,0.116,336474,1165167,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",79.5283361
33.192487,-96.613369,1631232521,SH0005-KG,25.317,154260,5,Single Roadbed,State Highway,238,1.29,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",130.3204952
33.194641,-96.612882,1631232521,SH0005-KG,25.165,154260,5,Single Roadbed,State Highway,238,1.138,4705,17.26,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",101.1370563
33.193744,-96.613121,389002,1163432,0.702,334785,1163432,Single Roadbed,Local City Street,,,LP9195,0.702,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",101.9487122
33.193744,-96.613121,388755,1163188,0.118,334548,1163188,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",103.1955937
33.193744,-96.613121,388640,1163075,0.114,334435,1163075,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",111.0535179
33.193744,-96.613121,1631232521,SH0005-KG,25.232,154260,5,Single Roadbed,State Highway,238,1.205,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",137.9754322
32.089529,-96.468557,6687,SH0022-KG,111.382,154157,22,Single Roadbed,State Highway,626,0.268,12105,25.598,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",124.4751211
32.089529,-96.468557,1631059360,BS0031D-KG,5.272,1631059360,31,Single Roadbed,Business State,622,1.373,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",149.3923966
32.347187,-97.386144,1634256444,SH0171-KG,39.337,154118,171,Single Roadbed,State Highway,308,1.433,1901,25.735,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",26.14654686
32.347187,-97.386144,1550181564,BU0067M-KG,4.404,160017,67,Single Roadbed,Business US,452,1.26,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",33.96105634
32.347187,-97.386144,1634515324,SH0171-LG,39.356,154118,171,Left Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",108.5625545
32.347187,-97.386144,7790,BU0067M-LG,4.367,160017,67,Left Roadbed,Business US,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",114.4942114
31.457542,-100.452578,2213,BU0067H-KG,0.653,159999,67,Single Roadbed,Business US,360,0.608,7709,2.749,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",115.4210601
31.457542,-100.452578,43876,253536,11.784,161879,253536,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",115.950672
29.092659,-97.286589,271342,1057218,0.301,231903,1057218,Single Roadbed,Local City Street,,,LF5972,0.301,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",53.43574103
29.092659,-97.286589,1599259023,US0087-KG,740.556,154782,87,Single Roadbed,US Highway,782,0.135,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",61.64198877
29.092474,-97.286181,1599259023,US0087-KG,740.584,154782,87,Single Roadbed,US Highway,782,0.163,14309,18.241,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",51.05636342
29.091749,-97.285988,40246,258103,2.956,164238,258103,Single Roadbed,Local City Street,,,D00300,2.955,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",47.0093195
29.092102,-97.285366,1599259023,US0087-KG,740.639,154782,87,Single Roadbed,US Highway,782,0.218,14309,18.296,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",29.09069134
29.092102,-97.285366,40246,258103,2.918,164238,258103,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",82.898863
29.092882,-97.289873,271281,1057168,0.033,231855,1057168,Single Roadbed,Local City Street,,,LF5924,0.033,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",58.20486989
29.085421,-97.285066,2665,FM0236-KG,0.513,174265,236,Single Roadbed,Farm to Market,520,0.494,84201,1.513,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",36.55404221
29.085421,-97.285066,271374,1057245,0.101,231930,1057245,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",53.43739328
29.085421,-97.285066,271369,1057240,0.316,231925,1057240,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",131.8368249
29.093588,-97.288629,271335,1057214,0.269,231899,1057214,Single Roadbed,Local City Street,,,LF5968,0.269,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",66.6102946
29.093588,-97.288629,1599259023,US0087-KG,740.417,154782,87,Single Roadbed,US Highway,780,2.011,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",110.1750457
29.08562,-97.2865,1599318240,1057179,0.323,231865,1057179,Single Roadbed,Local City Street,,,J90255,0.323,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",51.48876609
29.08562,-97.2865,2665,FM0236-KG,0.428,174265,236,Single Roadbed,Farm to Market,520,0.409,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",80.92310933
29.08562,-97.2865,1599323157,1057179,0.339,231865,1057179,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",108.8739472
29.086553,-97.28895,2665,FM0236-KG,0.267,174265,236,Single Roadbed,Farm to Market,520,0.248,84201,1.267,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",83.56404128
29.086553,-97.28895,271254,1057143,0.159,231830,1057143,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",142.551885
29.095931,-97.288384,41020,258114,2.711,164246,258114,Single Roadbed,Local City Street,,,D00514,2.711,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",118.0641554
31.454243,-100.441161,1599258974,US0087-KG,441.207,154782,87,Single Roadbed,US Highway,468,0.9,6907,36.92,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",52.77594618
31.454243,-100.441161,438562,1211058,0.129,380656,1211058,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",65.45588712
31.442585,-100.43488,46248,253429,2.67,161825,253429,Single Roadbed,Local City Street,,,B00330,2.67,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",68.58924698
31.442585,-100.43488,3842,FM1223-KG,0.159,173091,1223,Single Roadbed,Farm to Market,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",85.27360614
31.442585,-100.43488,7328,SS0126-KG,0,154538,126,Single Roadbed,State Spur,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",109.3647013
31.442585,-100.43488,437666,1210265,0,379905,1210265,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",142.5267553
31.458029,-100.44143,438605,1211082,1.304,380679,1211082,Single Roadbed,Local City Street,,,LU5275,1.304,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",66.8153427
31.458029,-100.44143,1599259033,US0087-LG,440.992,154782,87,Left Roadbed,US Highway,468,0.664,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",137.806352
31.458029,-100.44143,48103,253456,0,161838,253456,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",148.6971201
31.460538,-100.442942,1599258974,US0087-KG,440.759,154782,87,Single Roadbed,US Highway,468,0.452,6907,36.472,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",10.56021992
31.460538,-100.442942,45880,253434,2.234,161829,253434,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",32.82351276
31.460538,-100.442942,2213,BU0067H-KG,0.05,159999,67,Single Roadbed,Business US,360,0.005,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",32.85099264
31.459101,-100.442288,1599258974,US0087-KG,440.865,154782,87,Single Roadbed,US Highway,468,0.558,6907,36.578,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",29.35524365
31.459101,-100.442288,438617,1211092,1.765,380687,1211092,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",88.80628834
30.167569,-96.393498,8942,SH0105-RG,0.157,154061,105,Right Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",28.52061994
30.167569,-96.393498,6812,SH0105-KG,0.157,154061,105,Single Roadbed,State Highway,,,31507,13.246,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",142.9412189
30.158993,-96.397668,1576259209,BS0036J-KG,2.552,159934,36,Single Roadbed,Business State,444,0.675,18701,0.543,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",102.3788133
30.160489,-96.400327,2848,FM0389-KG,20.364,175485,389,Single Roadbed,Farm to Market,476,1.092,31508,13.066,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",70.98470141
30.160489,-96.400327,245133,1031982,0.314,207256,1031982,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",111.7151442
30.166136,-96.403085,7915,BU0290F-LG,1.257,159983,290,Left Roadbed,Business US,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",56.29686537
30.166136,-96.403085,1548790197,BU0290F-KG,1.293,159983,290,Single Roadbed,Business US,444,1.18,11409,21.292,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",62.80844603
30.16262,-96.398611,1576259209,BS0036J-KG,2.296,159934,36,Single Roadbed,Business State,444,0.419,18701,0.287,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",118.8718292
30.165537,-96.400195,245095,1031945,0.248,207219,1031945,Single Roadbed,Local City Street,,,LD1210,0.248,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",60.00935358
30.165537,-96.400195,1576259209,BS0036J-KG,2.079,159934,36,Single Roadbed,Business State,444,0.202,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",108.4336624
30.165537,-96.400195,245200,1032051,0,207325,1032051,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",130.1376698
30.157476,-96.393971,49330,261164,0.205,165835,261164,Single Roadbed,Local City Street,,,B00985,0.205,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",77.91886078
30.162541,-96.394668,1548790197,BU0290F-KG,2.046,159983,290,Single Roadbed,Business US,446,0.282,11410,17.546,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",43.06204557
30.162541,-96.394668,244966,1031821,0.11,207096,1031821,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",99.99428263
30.166,-96.396238,245142,1031991,0,207265,1031991,Single Roadbed,Local City Street,,,LD1256,0,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",32.23052843
30.166,-96.396238,1548790197,BU0290F-KG,1.814,159983,290,Single Roadbed,Business US,446,0.05,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",143.0840437
30.167111,-96.397662,1548790197,BU0290F-KG,1.635,159983,290,Single Roadbed,Business US,444,1.522,11409,21.635,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",8.453836713
30.167111,-96.397662,7917,BU0290F-RG,1.608,159983,290,Right Roadbed,Business US,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",110.8499867
30.167111,-96.397662,245140,1031988,0.925,207262,1031988,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",111.6195467
30.167111,-96.397662,7915,BU0290F-LG,1.589,159983,290,Left Roadbed,Business US,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",114.6059864
30.167111,-96.397662,245131,1031980,0.859,207254,1031980,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",123.088385
30.16364,-96.39547,245111,1031961,0.045,207235,1031961,Single Roadbed,Local City Street,,,LD1226,0.045,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",103.5898855
30.16364,-96.39547,1548790197,BU0290F-KG,1.968,159983,290,Single Roadbed,Business US,446,0.204,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",109.0173873
30.162091,-96.399247,245215,1032060,0.338,207334,1032060,Single Roadbed,Local City Street,,,LD1325,0.338,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",76.0952621
30.162091,-96.399247,1576259209,BS0036J-KG,2.322,159934,36,Single Roadbed,Business State,444,0.445,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",122.209881
30.157908,-96.406623,245201,1032052,0.108,207326,1032052,Single Roadbed,Local City Street,,,LD1317,0.108,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",90.98779734
30.157908,-96.406623,2848,FM0389-KG,19.86,175485,389,Single Roadbed,Farm to Market,476,0.588,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",123.5699146
31.059073,-97.462997,1575321076,SH0317-KG,43.7,154211,317,Single Roadbed,State Highway,388,1.811,1505,20.205,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",73.91195759
31.066073,-97.45995,1575321076,SH0317-KG,43.186,154211,317,Single Roadbed,State Highway,388,1.297,39804,15.305,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",42.43554597
31.066073,-97.45995,241124,1028202,0.161,203580,1028202,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",66.2123833
31.052608,-97.465616,1575321076,SH0317-KG,44.17,154211,317,Single Roadbed,State Highway,390,0.23,1505,20.676,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",122.1347154
31.052608,-97.465616,241148,1028217,0.2,203595,1028217,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",137.5580168
31.061563,-97.460023,2458,FM0093-KG,6.397,176046,93,Single Roadbed,Farm to Market,,,1505,0.099,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",61.70404154
31.061563,-97.460023,49257,253999,0.496,162150,253999,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",105.6305904
31.059431,-97.462782,1575321076,SH0317-KG,43.673,154211,317,Single Roadbed,State Highway,388,1.784,1505,20.178,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",51.02132556
30.184112,-96.598431,2849,FM0390-KG,0.869,175487,390,Single Roadbed,Farm to Market,444,0.805,33808,1.047,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",74.7781912
30.180774,-96.593529,7327,SS0125-KG,0.188,154537,125,Single Roadbed,State Spur,604,0.183,11415,0.188,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",133.071606
30.180053,-96.593546,7327,SS0125-KG,0.221,154537,125,Single Roadbed,State Spur,604,0.216,11415,0.221,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",65.77236082
28.66509,-97.388341,7574,US0183-KG,448.162,154747,183,Single Roadbed,US Highway,642,0.358,15504,0.216,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",48.92738819
28.66509,-97.388341,1599342309,1106934,0.255,279955,1106934,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",109.4731007
28.66509,-97.388341,1599342181,1106919,0.257,279941,1106919,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",123.3602633
30.946976,-97.536601,1599253123,FM2268-KG,0.744,174175,2268,Single Roadbed,Farm to Market,546,0.65,213601,10.631,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",96.25916676
30.946976,-97.536601,437152,1209823,0.22,379473,1209823,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",149.8438844
32.449512,-99.739768,49243,253675,2.721,161977,253675,Single Roadbed,Local City Street,,,B13260,2.72,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",143.4247898
27.506707,-99.507966,1638748883,BI0035A-KG,3.151,159906,35,Single Roadbed,Business IH,634,0.192,1806,20.268,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",6.064497182
27.506707,-99.507966,1635293004,265980,0.149,168239,265980,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",118.3590659
27.506707,-99.507966,1635293002,265903,21.668,168208,265903,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",149.6931654
29.882017,-97.940185,455343,1226399,0,395739,1226399,Single Roadbed,Local City Street,,,LW0356,0,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",69.68532272
29.882017,-97.940185,1635379322,SL0082-LG,2.159,154519,82,Left Roadbed,State Loop,466,0.187,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",69.84786179
29.882562,-97.940655,1631145967,SL0082-KG,2.137,154519,82,Single Roadbed,State Loop,466,0.146,36601,2.225,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",39.578412
29.883464,-97.940584,1631145967,SL0082-KG,2.076,154519,82,Single Roadbed,State Loop,466,0.085,1609,2.096,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",91.48956675
29.883464,-97.940584,1635379322,SL0082-LG,2.058,154519,82,Left Roadbed,State Loop,466,0.086,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",117.3525139
29.883464,-97.940584,1490375949,SH0080-KG,0.055,154293,80,Single Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",119.9213299
29.310698,-96.098594,8815,SH0060-LG,23.911,154273,60,Left Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",107.2329088
29.310698,-96.098594,483269,1252737,0.02,421193,1252737,Single Roadbed,Local City Street,,,LY5881,0.02,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",108.2183245
29.310698,-96.098594,1571161877,SH0060-KG,23.959,154273,60,Single Roadbed,State Highway,506,1.412,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",141.1316418
29.309963,-96.097997,8817,SH0060-RG,24.044,154273,60,Right Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",20.60195849
29.309963,-96.097997,1571161877,SH0060-KG,24.006,154273,60,Single Roadbed,State Highway,506,1.459,24101,1.334,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",86.95114214
29.309963,-96.097997,483268,1252736,0,421192,1252736,Single Roadbed,Local City Street,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",88.81477608
29.309963,-96.097997,8815,SH0060-LG,23.958,154273,60,Left Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",88.82296794
29.309779,-96.097796,8817,SH0060-RG,24.036,154273,60,Right Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",102.6630359
29.309779,-96.097796,1571161877,SH0060-KG,24.021,154273,60,Single Roadbed,State Highway,506,1.474,24101,1.349,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",131.9201623
29.315678,-96.101128,1571161877,SH0060-KG,23.303,154273,60,Single Roadbed,State Highway,506,0.756,8910,38.013,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",36.46058882
29.31598,-96.100914,1571161877,SH0060-KG,23.279,154273,60,Single Roadbed,State Highway,506,0.732,8910,37.989,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",8.0453446
29.31081,-96.103736,483335,1252800,0.398,421256,1252800,Single Roadbed,Local City Street,,,LY5944,0.398,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",23.57430937
29.31081,-96.103736,7782,BU0059R-RG,7.378,160027,59,Right Roadbed,Business US,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",101.2872715
29.31081,-96.103736,2206,BU0059R-KG,7.372,160027,59,Single Roadbed,Business US,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",107.588394
29.31081,-96.103736,7781,BU0059R-LG,7.371,160027,59,Left Roadbed,Business US,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",107.8452701
29.31081,-96.103736,8817,SH0060-RG,23.671,154273,60,Right Roadbed,State Highway,,,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",111.3226408
29.31081,-96.103736,1571161877,SH0060-KG,23.673,154273,60,Single Roadbed,State Highway,506,1.126,,,"Disclaimer: No sale, repackaging, or reposting allowed of conversions",111.3226408
